Name,study_hours,sleep_hours,focus_level,stress_level,break_time,revision,screen_time,physical_activity,attendance,previous_marks,performance
Sai Roy,6.8,6.3,7,6,15,1,1.1,1,77,71,100
Yash Kumar,6.7,6.7,8,2,17,1,2.9,0,98,100,100
Aman Banerjee,1.4,7.2,6,5,12,1,1,1,86,53,80
Manav Chauhan,5.6,10,7,6,20,0,5.4,1,91,75,100
Palak Singh,0,9,8,9,24,0,2.8,0,94,53,59
Diya Sharma,8,9.8,5,5,10,1,2,0,71,65,100
Kabir Das,5.9,8.2,7,6,10,0,6.3,1,100,73,100
Tanvi Singh,5.3,7.5,6,6,7,0,5.1,0,88,77,97
Aman Nair,3.8,7.9,6,9,16,1,4.9,0,75,69,83
Myra Trivedi,5.4,8.1,6,8,7,1,2,0,90,56,91
Saanvi Gupta,6.7,7.6,5,7,17,0,5,0,94,83,100
Myra Goyal,4.4,8,5,8,13,1,3.9,1,81,87,92
Rahul Mishra,7.7,7.4,6,4,17,0,1,0,61,79,100
Sneha Kulkarni,6,7.2,5,7,14,0,7.1,0,90,64,92
Varun Pandey,4,5.6,6,7,23,1,5.4,1,95,60,84
Sneha Nair,4.8,6.7,8,7,16,0,5.5,0,94,100,99
Pooja Chauhan,4.5,5.8,10,5,20,1,2.4,1,75,55,99
Ishaan Gupta,0,6.4,7,7,20,1,1,1,99,82,87
Dhruv Agarwal,5.2,5.1,7,3,19,1,3.2,0,89,53,100
Aarav Chauhan,4.5,6.7,10,1,11,1,4.4,1,69,56,100
Aarav Mehta,6.2,7.3,10,6,5,1,2.7,0,68,90,100
Tanishq Agarwal,8.9,5.3,7,5,15,0,3,1,62,60,100
Yash Patel,4.5,6.7,6,5,22,1,5.2,0,84,75,100
Kavya Patel,4.9,7,10,7,12,1,3.3,1,82,100,100
Palak Mishra,3.8,7.5,7,5,10,1,5.5,1,81,83,91
Aarav Mehta,1.9,6.9,7,7,15,1,4.1,0,90,62,81
Diya Verma,7,6.1,9,5,10,0,3.6,1,91,86,100
Sakshi Chatterjee,4.7,7.1,7,8,15,1,3.9,0,72,80,100
Arjun Gupta,9,9.8,6,5,7,1,3.7,1,78,73,100
Riya Chauhan,4.2,8.4,8,5,14,1,4.5,0,71,41,84
Rohit Das,0,7.2,5,7,20,1,7.8,0,94,91,79
Aditya Chauhan,5.2,5.9,6,5,15,0,5.1,1,83,76,93
Dhruv Yadav,2.2,8.7,6,5,13,1,4.6,1,79,46,79
Sneha Yadav,5.6,5.7,8,3,13,1,6.2,0,88,57,98
Diya Goyal,3.7,7.8,7,5,11,1,7.6,1,88,61,84
Varun Roy,4.2,7.9,6,8,14,0,1.4,1,90,60,95
Riya Chauhan,4.2,7,8,2,8,0,5.1,0,74,49,95
Rohit Desai,4.6,7.4,10,2,5,1,3.9,1,82,82,100
Rudra Reddy,4.5,6.7,7,5,11,1,2.8,0,88,56,100
Rahul Shah,4,7.2,5,2,13,1,8.5,0,79,83,100
Arjun Das,2.6,6,9,4,18,0,6.6,1,76,58,82
Aman Verma,5.8,8.7,7,8,7,1,5.4,1,86,45,100
Arjun Roy,1.6,5.9,8,6,15,0,3.1,1,81,95,88
Dhruv Desai,8.4,6.5,9,3,20,0,5.3,0,94,86,100
Diya Goyal,4.5,8.2,6,6,17,0,3.2,1,86,77,100
Sneha Tiwari,6.8,7.6,10,6,19,0,4.2,0,67,72,100
Sneha Desai,5.2,8.6,6,7,5,0,3.6,1,69,90,100
Anika Gupta,0.1,7.8,5,4,10,1,2.4,1,83,61,71
Sakshi Patel,3.4,6.3,5,5,14,0,3.1,1,78,86,96
Nikhil Chauhan,1.7,6,7,6,12,0,6.8,0,79,74,75
Harsh Pandey,8.1,7.3,7,6,11,0,6.1,0,100,64,100
Aman Bose,5,7,8,5,10,1,2,0,93,63,100
Varun Trivedi,5.6,7.3,9,5,23,0,5,0,86,89,100
Pooja Goyal,3.2,7.8,8,9,17,0,4.1,1,76,63,85
Shaurya Gupta,4.3,6.5,8,6,18,0,7,0,82,39,76
Arjun Bansal,8.4,8.3,7,4,5,0,1.2,0,82,84,100
Nikhil Nair,1.3,7.9,7,5,25,1,4,1,89,48,77
Tanishq Kumar,9.7,6.3,9,5,19,0,7.3,0,88,74,100
Karan Chauhan,4.1,8.8,9,5,19,1,5.2,1,75,79,95
Shaurya Gupta,0,5.7,7,4,18,0,5.4,0,80,65,75
Myra Nair,2.9,6,5,8,20,0,3,1,73,59,82
Yash Gupta,3.3,7.6,7,6,14,0,4.9,1,92,77,98
Aarav Bansal,3.4,8.2,4,4,21,1,9.2,1,74,58,81
Arjun Joshi,4.3,4.9,7,4,17,1,7.2,1,95,60,94
Vihaan Joshi,3.9,6.9,6,3,15,0,1.6,1,73,34,87
Diya Trivedi,2.4,8,9,9,7,1,5.1,1,81,77,95
Neha Chauhan,5.4,8.1,6,6,18,1,7.4,0,70,82,95
Diya Das,8.3,7.8,8,5,23,1,5.1,0,64,80,100
Vivaan Saxena,3.5,6.6,7,8,18,1,8.7,1,76,68,87
Rahul Saxena,4.1,7.5,6,6,16,0,5.8,0,73,63,79
Yash Singh,6.2,6.1,8,4,15,1,10.3,0,69,43,83
Priya Chauhan,4.2,7,8,1,16,1,2,0,72,79,100
Ira Reddy,4.9,6.2,6,3,14,1,6.4,1,69,74,100
Neha Mehta,4.1,5.9,7,5,12,1,1,1,89,94,100
Dhruv Tiwari,5.2,6.1,7,2,8,0,6.4,1,98,70,100
Manav Roy,7.5,8.2,6,5,25,0,6,1,80,73,100
Harsh Trivedi,8.6,7.6,10,6,10,1,5.3,1,76,78,100
Harsh Pandey,3.4,7.5,6,3,17,0,6.3,0,89,56,84
Meera Bose,6.1,7.1,8,6,14,1,4.2,0,86,36,98
Varun Verma,5.9,7.1,5,6,19,0,3.7,1,91,66,100
Dhruv Saxena,2.6,8.3,9,3,10,0,5.7,1,84,65,92
Aditya Kulkarni,7.3,8.4,5,8,23,1,4,0,79,54,91
Aarav Jain,4.5,8.2,8,3,16,1,7.8,0,93,95,100
Harsh Jain,3.6,6.4,7,4,23,0,5.2,1,93,69,93
Palak Yadav,4.2,5.6,8,7,18,0,1.8,0,100,100,100
Shaurya Verma,2.2,7.5,7,6,6,0,6.3,0,87,100,87
Meera Mishra,6,7.1,6,6,15,1,6.4,0,86,92,100
Rohit Roy,0,7,8,8,12,1,6.7,0,86,64,69
Kabir Iyer,4.8,6.9,9,5,15,1,3.5,1,88,62,100
Dhruv Sharma,5.6,6.9,5,3,27,1,3.7,1,78,99,100
Karan Singh,6.6,5.6,5,4,24,1,5.6,0,74,84,100
Vivaan Das,5.9,7.6,8,2,15,0,5.9,0,100,82,100
Manav Agarwal,6,6.3,6,1,5,1,5.5,1,100,73,100
Pooja Kumar,4.1,7.2,9,6,14,0,3.9,0,83,35,91
Saanvi Iyer,2.7,7.8,10,6,24,0,3,1,93,58,91
Sneha Yadav,5.5,6.7,9,4,20,1,7.4,1,98,80,100
Krishna Chatterjee,3.2,6.4,7,5,23,1,6.6,1,85,86,97
Rohit Bansal,8,6.5,5,6,18,1,8.2,1,84,82,100
Sneha Kumar,3.1,8.1,7,6,14,0,5.2,0,85,67,88
Shaurya Das,4.2,6.4,10,4,16,1,2.9,1,94,48,100
Sneha Goyal,2.2,6.4,8,3,9,1,3.5,1,93,65,96
Tanishq Sharma,7.1,8.1,7,4,14,1,6.4,1,86,89,100
Ishita Mishra,6.4,5.7,8,5,12,1,6.4,1,92,79,100
Reyansh Nair,4.8,6.4,7,5,23,0,3.8,0,98,56,100
Vihaan Kumar,2.1,7.9,6,4,21,1,7.9,0,91,88,99
Atharva Verma,3.4,6.7,3,4,9,0,5.8,0,65,51,71
Rohit Chauhan,4.8,7.8,9,7,15,0,5.8,1,82,74,100
Nikhil Jain,4.5,7,7,5,12,0,3.9,1,81,65,100
Kavya Bansal,2,8,7,4,23,1,3.2,0,73,59,88
Anika Reddy,0,8.1,6,4,10,1,6.2,1,78,71,69
Nikhil Chatterjee,4.5,6.7,6,3,16,1,5.8,1,97,89,100
Shaurya Patel,4.5,6.7,8,9,12,1,6.1,1,80,100,100
Varun Yadav,4.4,6,7,3,9,0,1.4,0,88,87,100
Ishaan Banerjee,5.3,8.9,5,8,8,1,4.1,0,84,94,100
Neha Tiwari,5.3,8,8,4,17,0,1.7,1,78,82,100
Manav Mishra,5.9,7.3,7,2,22,1,4,0,100,68,100
Manav Shah,2.4,6.9,8,5,11,1,4.7,1,93,46,84
Nikhil Shah,2.2,7.7,6,8,10,1,5,0,88,62,74
Aadhya Tiwari,7.4,7.5,6,7,17,1,7,0,79,60,100
Sakshi Yadav,6.2,6.8,7,1,20,1,8,0,87,67,100
Yash Joshi,5.6,6.9,6,5,10,1,4.1,1,78,86,100
Neha Saxena,5.2,8.8,8,7,15,1,7.7,0,93,62,90
Pooja Patel,6.6,7.9,7,9,19,1,2.8,1,94,76,100
Yash Trivedi,8.2,7.2,6,7,15,1,8.2,1,89,74,100
Varun Sharma,6.5,7.3,9,5,17,0,4.1,0,91,42,100
Dhruv Desai,4.3,6.2,5,8,13,0,8.3,1,84,75,75
Kabir Desai,1.7,6.9,6,7,18,1,4.6,1,80,63,79
Pooja Kulkarni,2.7,8.3,9,7,5,1,5.3,1,73,76,89
Kavya Trivedi,3.8,7.1,9,6,10,1,3.5,1,100,70,100
Manav Agarwal,6.7,8.4,10,6,18,0,4.2,0,65,98,100
Ishita Trivedi,5.1,5.5,6,2,8,0,8.3,0,100,52,91
Aman Desai,5.9,6.8,7,9,20,0,6.5,0,90,78,99
Saanvi Goyal,5.1,6.9,8,7,14,1,5.1,1,98,83,100
Ira Goyal,7.2,6.2,8,2,20,1,2.4,1,100,98,100
Kavya Agarwal,5.4,5.1,5,8,13,1,5.2,0,90,61,90
Riya Desai,6,6.5,9,3,13,1,6.8,0,83,74,100
Kabir Sharma,8.2,9.7,9,5,19,1,6.2,1,93,53,100
Myra Patel,4.2,8.4,4,6,13,1,8,0,91,85,85
Nikhil Saxena,5.6,8.5,6,6,13,0,3.4,1,73,65,94
Dhruv Chatterjee,4.3,5.6,9,6,14,1,1,0,89,71,100
Ishita Singh,2.3,5.6,9,8,12,1,3.9,1,71,78,99
Myra Das,4.5,7.6,8,8,16,0,5.8,0,86,52,91
Dhruv Iyer,7.1,5.7,8,8,16,1,3.9,1,92,82,100
Ishaan Mishra,1.3,7,8,8,22,1,8.1,0,89,61,75
Reyansh Saxena,5.6,6.2,7,7,14,0,7.7,1,71,91,100
Rahul Kumar,4.3,6.8,8,3,12,1,1.7,0,88,59,100
Rudra Gupta,4.7,6.7,7,4,12,1,5.2,1,82,50,90
Karan Saxena,5.5,7.7,7,2,15,1,6.7,1,83,61,100
Myra Bansal,4.4,8.2,5,7,14,1,8.5,1,77,64,81
Diya Jain,4.1,7.1,4,6,13,1,1,0,77,87,94
Arjun Patel,6,7.5,6,9,16,0,6.1,1,84,63,98
Manav Pandey,5,6.5,8,7,18,1,5.1,0,88,70,100
Dhruv Kumar,2.4,7.6,9,6,22,0,10.5,0,79,48,71
Kavya Sharma,6.2,7.6,8,3,12,0,7.7,0,67,53,99
Anika Reddy,3.2,6.7,7,5,20,1,4.4,0,84,79,86
Nikhil Nair,10,6.9,9,4,12,0,8.4,0,62,65,100
Pooja Singh,3.5,6.5,7,2,12,1,2.8,1,76,86,100
Diya Mishra,1.6,8.7,9,2,17,1,7.6,0,76,81,84
Sakshi Yadav,1.8,5.9,6,3,7,0,5.6,0,81,82,75
Tanvi Bose,8,6.4,10,6,18,0,10,0,90,87,100
Sakshi Shah,3,8.4,7,5,19,0,4.4,0,95,58,87
Rudra Kumar,6,7.9,7,5,16,1,2.5,0,85,78,100
Karan Desai,6.7,9,7,2,23,0,4.3,1,84,75,100
Arjun Tiwari,5.8,7.5,10,4,19,1,8.7,1,71,69,100
Manav Shah,5.4,5.4,8,6,13,0,5.2,1,89,89,100
Pooja Agarwal,6.8,6.1,6,6,6,1,2.2,0,100,100,100
Rohit Goyal,6.2,7.5,5,6,18,1,1.5,1,76,63,99
Meera Tiwari,6.3,7.6,8,4,13,0,7.1,0,72,70,94
Atharva Jain,4.6,7,7,5,22,0,4,0,88,84,100
Aadhya Roy,4.1,6,8,6,5,0,5.7,0,73,73,83
Dhruv Nair,4,7.6,9,4,14,1,5.3,1,83,70,100
Ishaan Reddy,0.6,8,5,7,19,1,8.3,0,76,67,70
Shaurya Pandey,5.8,4,7,6,19,1,5.3,1,100,99,100
Saanvi Bose,4.9,5.8,7,5,23,1,3.5,1,87,100,100
Ankit Chatterjee,2.6,7.4,8,6,5,0,3.5,1,80,64,86
Reyansh Reddy,8,5.5,10,4,18,1,2.6,0,72,62,100
Kabir Jain,1.4,7.5,7,3,7,1,6.1,1,94,100,99
Palak Gupta,2.7,6.3,3,6,21,1,6.6,0,88,71,71
Tanvi Tiwari,7.5,6,9,5,12,0,2.7,1,93,57,100
Ishaan Kulkarni,6.6,5.2,8,4,7,1,4.2,1,91,63,100
Priya Patel,4.5,5.6,7,5,10,1,5.4,1,97,86,100
Vivaan Jain,5.8,7.6,8,3,13,1,3.4,1,91,79,100
Arjun Kulkarni,6.9,6.9,7,7,13,1,7.4,1,84,76,100
Rohit Verma,6.8,5.9,4,8,20,1,5.4,0,67,89,92
Varun Pandey,5.5,7.8,6,8,23,1,3.9,0,87,91,99
Ankit Shah,2.8,7.2,5,6,12,1,6.9,0,91,54,76
Myra Tiwari,3.3,7.4,7,5,11,0,4.9,1,72,71,84
Krishna Sharma,2.2,8,4,6,12,1,4.9,0,74,83,72
Aarav Bansal,2.8,7.4,8,7,9,0,1.6,0,93,51,79
Riya Nair,5.5,6,8,6,13,1,2.8,0,100,83,100
Saanvi Sharma,5.8,5.8,7,6,21,1,7.8,1,90,79,100
Reyansh Gupta,2.4,5.5,6,5,13,0,3.3,1,88,91,91
Kavya Pandey,2.6,9,6,6,20,1,7.2,0,82,61,84
Vihaan Das,2.4,6.7,9,8,15,1,4.1,0,73,65,76
Nikhil Nair,3.7,8,5,7,23,0,8,1,100,100,93
Sai Nair,2.1,6.9,5,8,17,1,6.6,0,94,75,81
Karan Kumar,5.2,6.9,6,8,17,1,7.3,1,83,69,92
Myra Yadav,3.1,6.1,3,5,8,0,3.3,1,99,78,96
Sakshi Desai,3.7,7,7,5,14,1,4.2,1,90,91,100
Priya Chauhan,5.1,9,7,5,18,0,5.1,1,81,62,88
Shaurya Mehta,4.4,8.7,7,7,16,0,7.3,0,75,66,86
Sneha Nair,2,6.2,6,5,9,1,5.6,0,92,65,75
Myra Jain,3.4,5.4,6,7,16,1,2.4,1,70,73,86
Sakshi Tiwari,0,6.8,5,3,10,0,4.1,0,88,51,74
Aditya Mishra,4.5,5.4,8,5,16,0,1.8,1,85,69,100
Kabir Chatterjee,4.6,8,8,4,20,1,5.5,1,83,84,100
Rahul Singh,3.9,6,7,5,18,1,4,0,92,88,100
Ira Chatterjee,3.9,7,5,8,10,0,4.7,1,91,57,88
Rahul Saxena,3.1,7.2,7,4,15,1,8.8,1,73,86,86
Krishna Yadav,6.7,5.8,6,7,24,1,4.9,1,100,52,100
Ishita Das,1.8,7.3,6,5,14,1,2.8,0,79,71,83
Sakshi Bansal,8,6.6,8,6,5,0,3.9,0,100,67,100
Aarav Nair,2.4,7.6,8,2,11,1,3.4,0,84,76,100
Aditya Kumar,4,7.1,9,6,21,1,6.6,0,64,36,75
Kabir Desai,4.3,7.8,8,5,9,0,7.3,1,84,65,98
Rahul Desai,7.1,7,4,5,7,0,3.9,1,100,63,100
Kavya Mishra,4.9,6.6,9,4,18,1,7.6,1,82,100,100
Harsh Chauhan,2.5,7.2,7,6,14,0,4.9,0,84,57,83
Ankit Pandey,2.9,7.1,8,7,17,0,4,0,97,58,89
Sai Chauhan,6.9,7,6,6,13,0,3,0,81,70,100
Yash Iyer,6.6,6.9,8,2,16,0,6.4,1,94,50,100
Anika Shah,4.5,7.1,7,5,15,1,5.1,1,82,63,97
Diya Das,5.8,5.5,9,5,14,0,7.9,1,95,71,100
Anika Das,4.1,7.1,6,3,10,1,8.2,0,93,85,100
Atharva Sharma,4.3,8.8,4,3,17,1,7.3,0,87,49,88
Varun Agarwal,1.1,7.5,6,4,10,0,2.1,0,93,76,89
Nikhil Trivedi,3,6.1,7,3,20,0,6,1,90,63,90
Manav Saxena,6.6,5.9,7,4,11,1,5.5,0,82,54,100
Myra Agarwal,7,9.2,5,3,7,0,2.8,1,75,55,100
Ira Goyal,2,8.3,7,1,19,1,6.7,0,98,75,99
Aadhya Kulkarni,0.5,8,9,3,9,0,1,0,85,44,79
Ishita Singh,4.3,6.1,8,7,21,0,3.7,1,84,76,100
Rudra Kumar,1,6.2,6,6,12,0,6.6,1,76,63,68
Anaya Gupta,4.1,6.5,7,7,20,1,3,1,78,87,100
Karan Agarwal,6.7,8.8,10,3,19,0,5.2,0,72,65,100
Aarav Iyer,3.5,5.8,8,6,15,1,5.1,1,89,89,100
Aditya Saxena,0,9.1,6,4,24,1,4.2,0,77,88,78
Diya Saxena,7.4,5.9,4,3,15,1,7.1,0,86,95,100
Pooja Chatterjee,6.6,6.6,8,5,16,1,3.8,1,85,68,100
Atharva Iyer,2.9,7.6,7,5,15,0,7.7,0,97,50,83
Dhruv Pandey,3.6,8.1,7,3,23,1,6,1,83,85,100
Shaurya Agarwal,5.8,6.1,8,5,20,1,3.4,1,77,71,100
Yash Iyer,4.4,6,8,8,15,0,3.6,1,81,75,98
Diya Pandey,6.6,5.9,10,6,11,0,1,0,80,48,100
Krishna Kumar,2.7,5,8,8,10,1,4.5,1,81,64,79
Ankit Roy,6.2,7.8,6,5,27,1,5.1,0,71,73,100
Dhruv Bose,2.7,6.9,7,4,15,1,4.7,0,75,80,88
Neha Mishra,6.8,6,8,4,19,1,4.1,1,69,50,100
Rahul Trivedi,5.4,5.5,8,5,9,0,4.3,1,96,73,100
Krishna Roy,8.6,7.3,5,4,11,1,4.9,1,82,73,100
Rahul Bose,2.7,6.5,8,4,7,0,3.8,0,93,67,98
Nikhil Sharma,6.3,9.3,10,4,18,1,5.6,0,82,75,100
Sneha Chatterjee,1,9.1,6,1,10,1,5.9,1,97,77,87
Krishna Trivedi,5.3,6.6,5,6,18,1,5.3,0,78,41,83
Rahul Patel,6.2,6.8,5,7,21,1,7.9,0,78,100,100
Rahul Goyal,5.8,6.9,7,3,8,1,3.8,0,67,64,100
Varun Iyer,6.5,6.4,7,7,9,1,3.1,1,100,70,100
Ishita Yadav,4.8,6.4,6,8,24,1,4,0,60,64,80
Nikhil Gupta,3,6.8,6,10,5,0,5.9,0,86,82,87
Priya Nair,3.3,7.1,7,6,5,1,3.6,0,89,70,87
Saanvi Banerjee,5.1,8.1,6,3,14,1,5,1,98,87,100
Ishaan Banerjee,1.8,7.5,7,5,8,1,4.6,0,85,63,93
Harsh Banerjee,2.6,6.5,7,4,10,0,5.1,1,76,45,91
Ira Trivedi,7.1,7.5,9,5,13,0,7.2,1,86,79,100
Kabir Sharma,4.5,7.9,9,2,12,0,6.2,1,76,52,100
Rahul Mishra,0,6.3,6,7,16,1,4.9,0,71,89,78
Rohit Singh,4.8,7.2,7,7,13,0,1.8,0,87,84,99
Kabir Trivedi,3.1,7.3,9,5,18,1,1,1,91,85,100
Manav Goyal,7.4,10,10,7,26,0,1.5,0,96,42,100
Sai Patel,3,5.9,7,6,9,0,3.3,1,69,53,82
Aadhya Jain,6,7,9,4,7,1,4.9,0,74,86,100
Arjun Tiwari,3.1,7.2,8,2,21,0,3.6,1,78,42,96
Kavya Trivedi,4,5.7,5,4,20,1,4.7,0,80,86,100
Vivaan Agarwal,3.5,8.2,7,7,20,1,6.7,1,73,79,90
Shaurya Agarwal,2.2,7.6,6,2,16,1,8.2,0,90,65,79
Aman Banerjee,4.9,6.8,6,5,14,1,7,1,80,72,86
Arjun Jain,3.4,5.7,9,4,15,0,5.7,1,100,87,97
Harsh Jain,3.6,7.6,5,3,14,0,2.8,0,84,100,100
Aarav Bansal,4.1,8.7,6,6,13,1,6,0,60,85,89
Aadhya Iyer,6.6,6.2,4,5,5,1,5.1,1,84,74,93
Yash Saxena,5.8,7.6,6,6,16,1,3.1,0,95,69,100
Atharva Pandey,7.7,7.8,6,5,23,1,7.2,1,94,74,100
Anika Goyal,5.7,7.3,7,6,5,1,5.7,1,79,56,99
Sneha Desai,4.8,5.4,6,10,19,0,5.7,1,99,50,88
Kavya Desai,2,5.7,10,8,13,1,3.7,0,83,78,88
Riya Mehta,2.8,5.9,5,7,12,1,6.4,0,70,59,75
Priya Chauhan,1.1,8.2,6,9,27,0,6.1,0,72,77,68
Kabir Mehta,0.4,7.1,8,5,14,0,9.4,1,86,92,82
Harsh Pandey,7.3,8.6,7,3,14,1,4.7,0,78,49,100
Tanishq Mishra,3.7,6.1,8,7,12,1,4.9,0,93,59,97
Ishita Roy,6.8,6.5,6,5,19,1,6.6,1,89,56,100
Manav Mehta,4.4,7.1,6,3,7,1,6.6,0,74,87,96
Aarav Kulkarni,2.8,6.4,7,7,9,0,6.5,0,68,51,63
Anika Gupta,2.4,6,9,3,22,1,5.5,0,82,71,93
Sai Joshi,5.4,7,9,6,21,1,4.8,0,100,54,100
Rahul Iyer,7.3,7.6,8,6,11,1,7.6,0,93,61,100
Saanvi Goyal,10,6.5,7,6,12,1,6.8,1,85,46,100
Arjun Bose,3.5,8.7,8,3,16,1,4.9,0,100,67,100
Karan Yadav,6.7,7,8,6,12,1,4.3,1,83,50,98
Arjun Chatterjee,4.1,7.1,6,7,7,1,5.3,1,86,72,93
Ankit Goyal,5.1,7.7,7,4,16,1,4.5,1,80,84,100
Aditya Verma,5,6.2,9,7,13,0,6,0,76,99,100
Pooja Singh,3.1,7.9,6,3,17,1,2.9,0,85,79,100
Varun Iyer,4.7,5.9,5,7,5,1,5.5,0,91,79,96
Varun Nair,6.6,9,6,7,11,1,6.6,0,90,70,100
Shaurya Roy,5.1,7.8,7,2,17,1,7.3,1,84,66,100
Shaurya Iyer,2.6,5.8,7,7,22,1,3,0,93,49,72
Myra Nair,3.9,4.9,7,2,15,0,4.7,0,88,77,100
Saanvi Goyal,8.8,6.8,8,6,5,1,6,0,81,85,100
Anika Verma,2.2,5.8,6,7,19,1,2.9,1,89,62,82
Rudra Agarwal,3.5,7.1,9,4,10,1,1.7,1,86,72,100
Ishaan Mishra,4.8,7.8,10,5,10,0,2.7,1,86,51,100
Aarav Bansal,5,7,6,6,15,0,4.2,0,98,86,100
Kabir Jain,6.4,6.3,7,7,18,0,2.3,1,93,79,100
Vihaan Jain,2.2,6.7,6,5,18,1,7,1,83,75,86
Aarav Pandey,3.6,6.4,7,1,9,0,6.4,1,88,71,100
Palak Joshi,4.8,5.9,6,4,5,0,2.9,0,78,66,94
Yash Shah,0,6.9,6,8,15,1,9.7,1,81,79,66
Tanishq Chauhan,2,8.3,10,1,24,0,2.7,0,91,62,99
Rahul Das,6.9,7.3,8,6,15,1,6,1,81,80,100
Karan Joshi,2.6,8.8,9,4,22,1,7.2,0,87,63,89
Krishna Tiwari,8,5.9,7,7,15,1,7,1,53,59,96
Sakshi Reddy,6.8,5.6,6,4,17,1,6.4,0,90,37,100
Sneha Sharma,4.7,9.1,7,4,15,1,7.5,0,79,83,99
Tanishq Jain,5.6,6.7,8,7,8,0,3.9,1,81,86,100
Aditya Saxena,4.5,5.9,6,8,24,1,3.8,0,70,50,93
Dhruv Roy,5.5,7,8,4,7,1,3,0,89,79,100
Aarav Verma,4.5,6.4,5,5,20,0,10.7,0,91,56,81
Arjun Patel,5.8,5.1,7,4,14,1,6.4,1,80,84,100
Aman Chatterjee,1.6,7.6,10,5,15,0,9.1,1,85,65,83
Aman Shah,4.3,5,5,3,17,1,3.2,0,86,71,98
Saanvi Das,3.6,6.1,7,3,15,1,1,1,85,71,100
Pooja Saxena,6.6,6.7,9,6,18,0,8.6,0,88,64,97
Anaya Jain,3.4,8.4,8,6,12,0,4,1,71,81,99
Varun Chauhan,4.9,7.4,9,5,19,0,5.5,0,82,65,96
Anika Jain,2.5,7.6,8,4,15,1,1.8,1,93,69,100
Rudra Verma,4,6.9,6,6,23,0,3.5,1,78,57,89
Vivaan Kulkarni,4.4,7.5,8,8,7,0,7,1,95,64,95
Atharva Desai,4.7,7.8,9,4,19,0,4.3,0,97,46,96
Sakshi Iyer,10,5.1,7,2,12,1,5.7,1,94,75,100
Ankit Mishra,3.5,5.5,7,4,7,0,5.1,0,73,46,77
Tanishq Nair,6.4,7.5,6,4,16,1,7.9,0,89,56,100
Ankit Tiwari,4.3,7.7,7,5,7,0,8.3,0,77,66,86
Tanishq Desai,3.6,6.6,5,4,13,1,4.7,1,89,72,100
Aadhya Verma,6.2,7.2,9,6,15,0,2.2,0,85,56,100
Aman Bansal,2.7,6.9,7,2,19,1,5.8,1,72,82,94
Anaya Jain,4.6,7,7,3,11,1,4.8,1,100,67,100
Priya Trivedi,6.2,7.1,6,3,17,1,6.4,1,80,84,100
Tanishq Jain,4.8,7.7,9,2,19,1,1.6,1,84,74,100
Ankit Das,2.3,7.7,6,6,6,0,8.3,0,84,72,76
Harsh Kulkarni,2,7.3,7,10,21,1,3.3,1,75,72,83
Neha Jain,4.5,8,8,1,20,1,4.2,1,84,60,100
Anaya Shah,4.4,7,6,6,15,1,5.4,1,85,52,98
Aman Desai,4.2,7.6,8,5,17,0,4.5,1,89,42,89
Tanvi Yadav,4.5,5.8,3,7,18,1,6.2,0,84,77,88
Saanvi Verma,6.7,5.7,7,5,14,1,5,0,79,80,100
Arjun Iyer,4.2,7.7,8,1,22,1,7.5,1,81,57,100
Rohit Kumar,5,7,6,5,6,0,3.3,1,100,71,100
Vihaan Nair,1.3,8,7,2,12,1,5.2,0,89,62,88
Shaurya Mishra,3.5,6.2,8,7,15,0,3.2,0,90,72,94
Saanvi Shah,4.3,7.1,6,5,16,0,6.3,1,100,61,94
Shaurya Kumar,3.1,4.5,5,6,8,1,5.5,1,75,70,86
Saanvi Mishra,7.9,7.1,8,1,13,1,3.1,0,81,79,100
Ira Nair,4.2,8,6,6,21,1,6.6,0,85,58,90
Neha Mishra,7,6.7,9,4,5,1,5.9,1,100,92,100
Arjun Pandey,7.4,7.2,8,5,14,0,5.6,1,98,49,100
Tanishq Desai,5.4,6.2,5,5,21,1,4.3,0,87,54,93
Sai Desai,5.7,7.3,8,4,15,0,5.9,0,100,50,100
Vivaan Mishra,1.5,7.7,7,4,16,1,5.4,1,77,100,90
Kabir Banerjee,4.3,5.3,6,7,20,0,3.7,0,88,30,79
Meera Agarwal,3.6,6.8,6,5,21,0,4.9,0,76,51,86
Meera Nair,3.9,7.5,7,1,13,1,6,0,93,56,95
Atharva Tiwari,7.9,8.3,6,5,6,1,4.2,0,88,76,100
Pooja Yadav,4.1,9.3,4,7,17,0,6.7,1,92,100,96
Diya Gupta,5,8,8,3,17,0,6.8,0,96,35,98
Karan Tiwari,6,5.9,7,5,15,1,4.9,1,92,76,100
Atharva Mishra,1.3,7.4,7,5,17,0,6.6,0,91,47,75
Diya Mishra,4,6.7,6,7,22,1,6.4,0,100,69,87
Krishna Bose,3.8,8.4,5,3,20,1,3.5,0,76,70,95
Vihaan Bansal,2,9,8,4,12,0,7.3,0,83,76,86
Palak Mehta,3.4,6.2,6,6,22,1,1.4,1,77,64,90
Vihaan Chauhan,1.5,7.8,7,4,16,1,7,0,94,54,83
Kavya Joshi,4.2,7.8,7,7,15,1,8.9,0,85,58,75
Aditya Agarwal,5.1,7.9,7,3,11,1,3,0,75,66,100
Yash Trivedi,4.3,7.3,5,7,5,1,3.7,1,74,31,79
Aditya Pandey,3.5,5.8,6,4,7,1,8,1,79,75,90
Priya Nair,2.1,7,9,6,12,0,7.5,0,67,67,79
